Curated ID,M013,M035,M078,M073,M012,M038,M054,M021,M062,M053,M018,M036,M025,M010,M041,M005,M060,M074,M042,M075,M032,M055,M022,M034,M046,M047,M039,M020,M033,M011,M065,M019,M017,M009,M045,M008,M015,M037,M080,M061,M071,M070,M052,M051,M066,M043,M003,M024,M031,M001,M057,M044,M006,M026,M007,M064,M002,M059,M030,M048,M079,M058,M072,M028,M077,M069,M023,M063,M067,M068,M027,M004,M076,M056
Pipecolic acid,10805909.55,8361376.198,712112.2239,845061.6253,22609404.81,20002107.69,20720182.94,619907.6175,415256.4545,23106532.68,5559946.321,3916714.195,1837505.568,7240451.686,597927.1586,1298997.414,15293178.97,722257.5165,1460731.084,874921.3686,4763945.51,20808772.01,481294.6806,3919953.444,13093315.84,23838734.16,1642517.48,884980.2068,1648889.302,6116460.429,1301426.201,18497445.79,2071478.932,13839651.79,1028392.944,2289358.563,1258017.73,15953930.34,674213.3289,1427150.119,1483719.9,1327101.875,21238696.33,18221433.7,1105903.812,1175903.289,449625.1834,3093010.253,14716188.36,3893786.335,8388278.669,186247.0707,26552357.58,7233754.867,15023486.66,730274.0518,1265403.963,5848747.161,1728841.367,13608053.39,733456.5446,17444535.43,643176.1766,14135694.65,973356.5962,771760.7458,2718485.653,474072.9346,489225.1894,867127.0746,17408741.18,702508.9219,1136476.708,24417754.21
Proline betaine,1401490.96,22388258.96,4865564.788,2463456.159,27319795.44,4959241.889,112307902.9,31997069.52,7682977.496,189046499.6,18480639.81,2834116.487,45149050.54,22649449.14,12636725.57,57444940.67,34209800.03,2366445.753,3533170.238,42994086.86,17899844.44,66536447.23,14825662.18,7418867.972,17398953.64,90876324.15,2510857.309,27082687.39,31783733.25,10585926.9,3789557.139,24985974.15,56669448.58,47248673.8,1778472.828,9373043.89,5578551.529,1308160.097,6037086.8,3553755.818,4514351.33,2455606.778,69565613.91,45034105.69,5282943.851,4784043.63,26876824.11,4041568.497,11151940.32,38283747.73,67009077.37,51313282.4,52406505.18,67552745.84,120960954.5,5635613.227,34247281.43,3239146.886,32000719.05,134467329.8,5314576.792,10904635.65,9080928.707,3822269.822,8354528.9,5893547.434,3561697.63,48094964.41,6949196.668,6055519.36,19246173.84,25397695.91,4569457.696,14756236.71
Propionylcarnitine,354265.425,1028693.666,360798.2296,55418.9606,13172315.01,99284.31606,359856.506,560717.3677,306785.3079,1108210.049,91078.49005,81406.27989,865696.5347,5743278.609,377801.2634,1032114.766,16968012.91,128035.9677,202947.5407,1114104.113,124562.9827,21040718.04,826051.7804,110396.9435,197961.9779,2387898.862,4437.182332,59779.74663,1607987.664,236894.2096,159114.2178,27157.30815,1453921.566,3093545.373,91817.16411,1543387.421,194267.1466,105356.7383,188970.6959,191024.6497,432711.4956,48856.77197,236878.5181,3715992.508,175059.9627,578935.9481,448143.4977,634377.7655,611509.0881,20033.7402,11554270.4,2168797.558,3106471.024,1734597.374,1369448.24,784684.2686,301991.01,311913.2423,194630.6434,1191679.894,115908.7069,208910.4908,95090.43312,1201207.273,1552635.021,186502.9761,298398.1144,1068194.966,451483.1336,959217.6223,3080952.993,395591.8739,370556.1329,419264.3934
Putrescine,3545.593177,13333.35763,778.6884851,380.9899073,45354.49408,5282.4989,106935.1446,14473.57034,19742.2315,133488.1642,43213.25279,15630.9589,55365.8174,46062.15799,11397.57902,88671.94992,64538.02698,5414.476414,2039.199976,26533.77313,22976.25281,77328.56373,18686.41605,10086.30484,39216.26925,100898.8851,26532.3563,33546.46063,83764.03038,84760.45914,2175.108822,15180.94676,83732.45457,98456.1023,2597.8451,19505.6343,10354.3677,3842.351011,7773.867206,2132.604991,3475.917481,12840.09557,164044.8483,36238.77052,9874.780548,9595.56359,16825.1465,6516.970466,90335.91299,7982.911354,174447.1174,18768.62341,58281.52363,112028.6747,49129.66521,7069.161997,16934.71573,37822.82186,28312.99706,195537.0752,3512.135518,21380.15015,2641.908781,5222.260105,12651.80085,12700.83553,9265.413189,31502.15958,13206.81284,13823.58807,31207.53903,19630.72205,11452.12694,274151.7202
Pyridoxal (vitamin B6),93306.02677,114459.9301,61138.50209,79530.5785,1706.606058,104974.1064,138748.2586,90881.63245,15378.22519,156471.4681,1028460.413,156380.1185,99501.2305,21640.03551,83808.93511,330194.8295,988.0384568,66525.78293,109365.2969,78072.63668,404857.9854,1299.403264,70865.20074,263812.9905,202748.792,143483.0265,225395.3197,133739.8883,76083.80675,110007.2318,51338.86205,751960.2923,382412.4589,118225.4098,76023.18798,229624.2088,231512.2646,112157.3354,37750.89717,41061.17369,129547.7292,104849.7651,265515.8837,45456.2647,72283.24989,95768.07522,70267.96515,81441.62642,75002.47299,64734.69147,233192.4401,796713.137,93065.84917,179064.755,212402.7145,133739.6484,28058.35482,214919.0899,358022.133,182685.4412,77491.67368,151098.976,59522.46912,150970.2753,86678.07339,121321.0874,52401.06151,211959.6572,50824.78364,87195.2336,2587.650882,66714.18633,51944.1535,336159.6663
Pyridoxamine,337574.3129,51297.02473,34980.29621,83632.59329,372695.0893,73199.15245,798582.0275,31539.6386,12553.37103,558786.7763,36270.57503,78157.86457,34154.91474,224703.8735,38332.28169,650830.1839,1148845.645,69170.72954,145866.6877,38014.13065,40453.40496,247576.6951,26764.91009,201490.1812,886056.4821,368936.0625,50590.60857,41041.4639,100428.2344,339460.9862,66788.4714,136661.4889,9989.090176,348060.7665,63100.45736,116623.3931,312070.4362,44557.24735,49834.09898,113806.113,179908.3332,197891.7485,1343579.64,45413.43776,5130.367242,40402.96206,40093.81873,55883.12375,462407.1723,40882.84018,284441.9579,57832.90595,240089.0343,877026.2493,903873.0948,126858.9759,9489.776787,960398.5503,34379.36222,1549108.727,33606.6634,499936.28370000003,34968.51588,126166.269,80550.98935,161977.112,135597.6075,106762.2795,11867.82246,38852.45934,147183.4966,46179.44496,29043.59211,1155644.127
Pyridoxine (vitamin B6),142312.86,1133811.375,592227.5866,408982.9039,196995.8969,659259.9038,2029819.837,1281735.276,667281.8557,2347181.304,474936.7173,396570.0624,580932.6159,55483.11187,1183761.044,1376578.273,9815.269507,380027.7429,705716.8861,1036330.617,130644.379,8738.78118,963027.3005,452266.0108,767259.8902,2201234.336,773136.1614,519105.1907,539000.4389,890265.1865,451146.5271,387019.4201,430638.2902,1422892.699,474224.0248,524102.5794,386131.09,475314.781,762563.6816,494215.4818,1061237.743,259299.6446,2530102.161,115301.7753,80435.63106,760123.5919,763655.6891,437624.4311,211701.024,1182959.65,715729.6439,645312.7179,93905.35328,840284.121,903729.3716,499674.6218,588361.3786,633874.4984,374538.5357,1761549.346,729708.4013,442644.4516,884927.9672,378981.53,761674.6397,336487.7615,1284101.257,986926.2152,206496.2268,446723.9395,86098.52347,933122.1095,280173.1509,2132772.212
Pyroglutamic acid,67859.00578,139146.319,102179.3026,146025.5402,245898.0564,69249.57425,1434138.727,170035.3783,994115.0586,902083.4561,90988.03746,41607.8112,899540.2388,129392.6633,287818.6762,878186.9125,1113547.884,104488.2733,126322.9538,214193.336,58469.55921,482177.744,1010389.923,110530.9124,223797.5449,816630.4599,103636.5133,70992.18922,493600.4637,54675.42861,293295.3697,78434.38201,1326654.208,475991.6696,180518.814,204173.5623,73668.8651,125020.938,128710.186,289241.0929,158740.7097,85993.56944,671337.6963,666143.3648,181991.0919,217453.8489,260917.5414,116923.838,156809.8926,472755.0267,543647.4714,928208.9849,707567.5581,703514.9745,718817.1402,188681.2426,739207.0617,88083.77828,93308.44119,1675730.052,120185.8241,266000.1538,100512.1466,155699.4294,108047.916,232415.7954,173272.1293,565480.0692,182642.0586,115038.5213,301021.3445,312178.5412,117482.9025,72646.53855
Riboflavin (vitamin B2),88062.71319,292758.1189,341720.0116,84361.80811,125732.561,48522.86501,73387.41354,198720.5357,38642.54279,47856.30861,105085.7816,45122.41559,61310.47305,100155.1136,66661.34603,260501.7137,550817.9013,125687.9383,106160.3292,675125.5254,86645.18433,67230.28162,261138.1312,143326.8106,113501.3467,208740.3882,154426.4434,570373.2862,309557.4356,107342.9306,154098.4809,139497.8759,99840.37913,28897.39696,180732.4273,145122.3793,264881.8598,107385.2999,176168.3567,213053.371,285209.7637,138506.9604,175142.4945,273325.9887,82540.04551,121000.9787,258324.0525,147359.4523,91363.44174,187655.0046,1060803.664,324339.226,101583.0193,88415.09691,249761.7592,234646.3809,95038.00514,574298.5297,213233.3763,78368.78213,380313.2202,197211.0059,1048395.667,197955.9584,720408.7855,186704.3848,164204.2432,313852.9897,73559.63028,71649.79711,81052.4176,502119.1402,143224.6638,75629.36695
S-Adenosyl-homocysteine (SAH),19176.08088,18088.97615,14270.03268,22582.65594,151470.0678,12510.58743,32801.49469,21871.55273,10574.08202,59119.44293,8138.769972,24891.6341,17917.07622,51697.71969,14137.2847,43995.41636,2497169.19,13814.05275,13371.4383,14608.63868,25788.26188,1215879.261,17332.92681,75325.9081,44182.17651,42814.83539,12421.53338,8170.197865,17654.33737,14351.54198,21377.36812,6587.224271,34180.30775,70526.81285,29394.54315,83708.13185,56137.50808,23689.40705,12041.04312,27873.38344,40283.65404,12324.20394,44068.43686,134631.0223,16915.18086,51981.75021,17079.67597,26337.06434,43406.45184,19450.55879,183632.4991,378774.9473,316863.0048,182868.0998,201712.5077,31130.62601,21906.45847,42841.75192,13087.48087,39929.49693,16879.5188,63841.62929,15660.60262,34259.01468,18144.44212,18683.80035,43896.041,24570.6743,13184.88025,21100.98749,127029.0832,22634.80643,9788.792365,23503.5097
Salicylic acid,60410.12728,431925.4332,509976.93,380878.5159,12165.67932,712874.5019,46646.648,163839.106,167827.0857,21229.59984,371228.8726,57948.26853,50010.75552,71760.03293,177301.1607,45718.52403,5294.827214,374995.2017,593506.4015,356442.5213,196195.9698,11312.46808,176640.7929,184997.4862,18283.21363,20623.17715,398549.7665,324766.7266,110771.5005,42802.63041,592205.74,357600.9808,160076.4008,18750.93657,776396.8107,73780.16933,156096.2512,468642.7332,347501.8043,445554.303,735698.5079,683486.0787,34892.40334,21081.59754,715338.0878,297291.1196,313731.0279,214533.873,23188.12138,212823.0797,15453.51929,46439.96744,8386.098392,18286.53265,35500.55695,402194.3585,148979.6325,149038.5394,315260.64,21530.57165,507833.7195,19261.12636,426166.2414,82775.26496,446788.1468,392518.2198,391992.1904,179814.0078,351627.3179,401545.543,62087.15605,321836.3371,401966.4438,86070.32326
Serine,71947.10522,265027.687,122838.1517,21688.61237,556305.9553,38409.12413,274644.0762,327877.3747,284753.9903,228254.5626,36187.15883,75770.1233,771062.7769,242809.9274,287667.3236,242829.2354,1529277.11,42396.19727,106524.804,170763.482,56315.96662,1115654.869,259155.1107,46874.20161,139488.4783,277215.5989,24644.22371,36132.15018,238402.5673,138963.9966,87576.87934,27426.76805,1598776.627,522687.4129,159260.5262,484363.6874,90074.52608,45382.64636,148399.1101,140345.3995,126646.3233,26968.55167,88243.96757,465337.2064,28963.72265,545748.8382,306053.7741,104309.5891,308882.0236,44759.09176,632528.366,3934512.065,1160717.917,2578219.045,281565.6715,291550.1978,322850.0492,69784.96882,51106.58194,130345.0551,135939.9125,130078.3985,93639.63238,369876.454,184496.2429,73258.7104,171212.5838,311121.9598,399617.9956,182502.4355,1695324.257,212382.1425,108034.458,98636.85689
Serotonin,81864.46069,91612.79351,117297.3679,41267.33754,136563.194,125019.728,62826.15442,343936.147,791861.9664,36339.30459,51686.80622,176767.5981,490748.5226,202204.5208,151589.8838,270260.9105,493573.7511,120693.1657,281443.9006,291349.693,83064.11358,193793.1067,559769.4906,89994.87869,53655.78804,14327.52748,57809.56979,54288.32991,29525.53437,168233.4938,335373.5262,94651.15679,923068.1627,82839.21223,341064.6531,804999.6073,196935.5062,146263.5083,80636.66385,203845.021,49669.54491,131861.6086,38358.31645,3246.245281,70914.74557,939958.0442,1021446.995,443563.6388,87721.73646,64904.04411,298935.023,1481414.721,11189.04948,153704.7648,88256.00556,391499.4674,422170.3321,311894.9595,60199.27626,105791.8575,183372.6357,202474.6768,82223.26993,1052606.162,157988.1933,473835.5507,399925.9491,1113444.385,713825.0692,823512.4086,439554.4106,426407.7219,242621.4651,52195.81402
Spermidine,516473.432,827143.0554,335493.3553,466161.233,2030999.529,460317.3752,2207665.566,739905.1789,606835.8391,1775064.701,424380.5591,1820526.546,628656.5367,981018.8259,281712.2891,1414696.865,1729808.46,171656.8878,500637.1345,236888.4172,1344741.142,1896372.402,1412597.54,3393780.047,938100.0604,1647126.503,763290.873,180905.9709,1506826.205,1079207.816,3057960.911,319632.7454,428459.2367,1161076.581,1323202.216,928282.1434,1468631.392,1626981.737,226394.4579,3888179.648,1367518.756,248660.966,3458073.36,140395.6807,235210.249,1694016.903,861144.7986,1480034.823,252948.221,1014933.452,754765.0904,272321.7317,1632244.232,1344379.651,1759782.803,2815973.671,862579.9756,1028154.365,612947.6217,3297245.342,431034.4369,447683.5679,290341.0472,688236.6841,875969.5683,727182.3699,2713282.779,1032074.509,338278.6466,620406.7921,745361.3884,481991.1721,239376.4181,3613569.219
Sphinganine,11197310.81,1131551.835,489337.429,1408875.48,5555137.965,1486573.307,17803452.39,644276.366,273271.5503,20267933.29,1508814.195,3561418.763,942670.8285,7081482.397,752224.9686,6701085.688,3124874.885,818832.0472,5744773.326,950466.7821,16854790.76,1945440.122,441425.1517,20184522.27,19126891.33,10666113.81,1346451.336,2687154.314,10321912.14,11233668,223685.1973,2944633.263,712299.0323,15589170.97,666356.7001,2074071.065,11135606.28,831391.7322,887892.2147,271555.3993,1991677.567,1537498.335,19695427.93,2277097.739,915809.8623,352342.6585,303136.9469,343905.7591,54131076.69,1096382.007,2008212.652,224999.5631,4765513.424,3151025.79,13064389.35,3883631.092,294984.4186,25881281.06,4626277.392,41293737.57,783108.0376,10852563.95,765988.7668,1194192.831,648940.4558,1286454.078,516725.6752,500066.3111,1041650.007,1197074.684,2277190.453,550402.8673,972235.589,29564879.38
Stachyose,14365.13609,33505.00927,28220.9802,15570.59723,25600.98271,27925.28049,37844.80461,38487.52985,18669.3777,15840.98452,20545.77334,18234.31048,150603.6468,144389.2436,49527.85301,1656760.518,16688.07187,9922.020504,4235.467869,53260.28766,17556.84975,52381.43103,533382.7727,33030.31533,100290.2849,101954.849,23517.36486,12000.66844,27413.12797,36157.11498,28867.86799,10050.7159,1453145.092,58010.38019,6928.586457,13631.37371,7497.086516,24524.22555,47355.03299,15632.10029,35909.96442,11923.03904,24308.38839,62257.98231,24457.04257,11863.96723,40768.78346,20775.13228,102792.655,56331.55917,756373.4969,1631440.451,53094.03815,207672.7618,1638784.328,20106.16445,97897.31296,21875.96315,35156.92506,41673.65975,44384.77217,25846.73035,21259.42904,8095.678784,43524.19168,27413.84844,33536.19314,890660.5039,14152.45908,9759.712154,24931.01114,32101.86337,18580.98269,13030.56508
Stearoylcarnitine,104678.3218,91675.1805,59751.02204,43069.77672,1991075.487,11477.42546,567142.6304,73296.65725,324677.7316,923888.002,66737.22629,89999.9313,478942.5202,2037978.15,65278.15837,1044059.847,9966092.92,87367.54368,46190.48896,47705.96919,131242.2138,3501336.707,166102.1789,48640.28875,551851.3889,410086.7372,59075.1386,46619.80748,261158.5537,171871.675,75966.94929,312730.4946,338296.2981,1439089.863,112795.3372,341000.1317,133583.0698,12396.50379,39185.43857,121750.709,32415.45232,53588.92848,355441.7314,3307692.672,18289.30009,139854.9648,184582.184,38386.73158,474391.7986,1560.055401,1042550.228,1631659.468,1447060.627,1005457.144,802019.5695,129073.8315,83269.56425,215228.1698,40635.67023,1800318.925,6593.007642,903151.1087,27499.12006,161451.7382,92387.8191,122520.8595,44463.81955,121639.8991,214828.5248,10172.42453,692606.718,88874.58793,47940.10921,1202583.039
Suberic acid,1193199.58,835501.1525,752790.6454,1607711.714,89077.76871,1841635.888,133824.6288,726926.0218,276421.9948,77544.04771,1067074.551,1348273.7,142589.4064,106453.204,488002.032,132366.1716,23316.0748,721389.8374,1686784.743,705811.1738,689032.1806,21254.46079,267968.2735,1311450.459,119697.9613,103288.0228,803499.9947,701381.4399,201318.7345,949361.2225,1741461.765,1406699.1,449695.1711,75284.81172,1168015.591,901680.6827,678490.7109,1564995.676,558974.7545,1317693.332,1964404.313,2024262.899,134055.2795,68474.8207,1695514.457,532809.4167,368875.2033,874483.3407,187379.5711,570320.9573,95822.71193,95340.96521,33464.98031,106294.5412,162156.0262,970647.713,526629.8249,149007.0252,1337663.544,119432.2626,1001004.554,61722.9645,906600.4313,1007840.572,1004105.537,1184411.043,776280.3116,984806.8093,573701.1198,1038913.401,290198.434,518888.7453,1227710.007,211360.8618
Succinic acid,923046.8845,16493569.21,31669213.95,1471372.583,26663608.02,1820734.578,88470274.66,39088043.3,52533705.67,79507465.47,53414075.11,1716174.673,25273754.51,11151698.53,53346436.36,69492615.77,11847625.93,3553112.329,2233236.326,41666360.6,23208467.31,19232769.12,39047414.49,2772290.413,53936274.42,85553492.8,73211901.79,37621911.29,47616769.11,87884271.44,2879679.232,844092.4162,24099758.45,54158022.95,2405269.047,3795681.8,2985668.968,2728519.101,35523862.94,5722127.327,4063929.303,1361749.154,77641016.4,18408431.53,1786085.335,2697279.149,52172807.86,2758915.993,14704281.18,51361485.41,29938962.27,633865.3599,15946880.19,44802395.54,111246611.6,2695108.075,57024313.5,39977726.22,27193645.49,164222668.7,13391813.47,34588994.85,35679213.91,2171126.139,15891038.31,1920298.734,4480116.661,30242543.4,8532988.19,3091958.23,7610074.133,35836026.03,2147897.062,86679492.56
Sucrose,2681.577272,23619.29546,2795.553915,1007.904194,26717.13001,6500.116873,174867.9628,21339.81065,20664.19574,134901.3064,4358.222085,11712.3862,97078.28747,59798.37578,21955.77808,315240.0278,23640.51602,2501.729327,1580.917723,13547.46,4599.314782,45538.65785,15062.27723,3607.904997,53625.60836,178960.6362,2574.707219,2066.619886,20875.58157,47966.14126,9422.726752,3130.076526,80719.10245,73497.75526,2351.876357,11570.85251,4908.434822,7958.33276,4832.803276,13074.79418,24677.05024,1844.924346,144293.9965,54528.24889,3707.389672,4221.970289,5454.539902,5337.625328,45062.97691,10772.86727,191627.3832,525513.718,63176.0345,204413.1554,244381.8773,9477.051393,12053.48319,16039.01598,5592.088633,140920.0575,3594.689391,16063.44145,1565.806541,6105.001529,12570.88639,4440.631271,17140.71143,70124.08086,2650.470215,7157.622611,25919.71332,5923.505035,1135.290024,158358.6983
Taurocholic acid,16277.95219,1246330.602,2104245.97,41938.38759,441986.7765,7740.408983,3563242.036,16485.2144,29243.53945,8286246.043,7644.151632,26299.7679,167856.6375,1413975.576,41906.83376,118758.9554,6819996.255,9726.838769,6947.744681,236037.0493,21626.4548,2978938.44,42478.48372,25792.63914,10775.3929,786741.5781,16040.32805,15677.64113,413517.5278,473075.5294,26172.72229,11114.58297,89271.7267,647385.4058,11584.12093,59383.34163,11459.2593,12668.40726,8598.209601,9111.816962,52070.11832,15174.89159,1506369.645,7147010.142,30807.73621,39933.09811,209932.8656,13723.08233,1861212.627,15395.80624,12747576.65,558639.7391,897859.7642,295641.0305,448939.5294,79230.43842,47788.31612,57445.06168,82353.21488,255502.7588,24665.73667,477623.4439,14452.02955,98187.83349,1156768.414,24403.16976,34707.24986,50183.937,39670.17146,30304.56739,50051.7138,56230.0262,23907.0059,221695.0956
Taurodeoxycholic acid,24263.13094,6189566.367,15165506.81,186162.4384,14423.46874,33891.96647,68364.78947,41759.06527,84797.93999,156496.083,28896.70946,63032.39829,382766.2814,146054.4917,107276.3734,114219.0921,131807.3491,29904.09823,57342.58726,1408860.476,61895.37129,770057.3223,80492.32833,44456.34038,71086.44887,742532.5276,33428.49938,53572.91322,534743.1622,42428.60804,72449.60668,32525.3724,297139.0683,468780.8603,72958.9961,171814.3164,60064.81346,34791.54732,95161.9375,32201.37105,337331.7739,27614.82958,39174.82219,178163.2359,61091.3597,60982.17155,1245082.273,45960.85579,2855204.522,38863.37614,16665300.58,2159147.182,1200147.273,1120256.256,162207.5174,260047.92310000001,205569.4174,72851.93865,303545.2829,318223.334,87243.61728,86271.02364,46115.00298,104904.0457,7303816.303,61797.32914,79932.12434,179098.828,130660.8215,141945.902,118367.3144,344764.6018,111096.7101,5375.649629
Tetradecanoylcarnitine,15000.25538,12011.83782,9523.037936,551.2802287,103313.2604,0,24305.24912,2629.933603,17471.27436,80499.04441,2037.118722,2520.230184,30931.84879,169012.5298,2895.071502,53411.58913,498976.8599,2921.116931,1294.858041,628.4559834,5042.822958,356556.4315,31482.19958,388.5480485,12758.3717,33249.62748,560.301981,674.1636506,46089.91133,7116.728504,1287.357129,574.1139888,102486.5178,54215.21636,2333.048134,18415.25164,6135.43265,0,1209.204145,2889.199099,522.688228,476.1846192,21251.89967,281782.5823,0,6073.975284,23109.15416,1265.875792,35816.22976,486.2366509,198594.7581,59976.33549,203952.8543,66459.29368,77692.47089,5815.993315,3793.56243,14119.99186,2565.00316,64371.22373,1058.00897,30585.31431,460.0837923,6854.56962,8033.791559,2013.081783,380.3400671,7295.773759,10360.67115,2519.121364,55615.7058,3169.544085,606.0310185,36283.30319
Thiamine (vitamin B1),960231.017,222250.9682,139361.9933,157003.7459,1669356.72,268934.1006,1820662.964,245646.4602,523757.4602,1957462.574,97044.19632,168881.2465,135707.6971,1115134.977,166395.1307,1959037.676,4359614.117,270219.6444,480406.47120000003,58920.48387,448147.9092,1599916.659,320336.9132,514068.6159,7816466.88,1095349.521,157822.7839,86691.45239,282737.2357,1146566.843,306398.1588,359727.4622,109146.2501,1825018.919,680681.9056,801916.9743,1008923.354,72923.69848,149451.0958,57204.63133,77408.81266,518448.2023,2673805.968,965740.3207,426062.1325,950794.4239,367125.4251,661018.3029,1427945.644,322316.6761,787905.6042,899614.3424,766363.9543,629112.793,451813.2616,688842.0849,91796.06656,8281294.606,170137.174,1476862.871,144088.2593,5543544.969,131237.9348,641064.5746,278666.5396,892343.9273,746972.2596,487376.2193,631635.5384,388463.0781,1208109.513,244693.469,264355.6675,73650.81124
Threonine,286289.3604,1019362.659,572741.8049,297481.5846,5198067.588,239095.6987,768272.8177,736717.5479,603518.8027,724810.8571,349435.6899,264908.4804,2342694.44,978893.768,677416.7628,444378.5659,10548937.76,372242.7344,487730.5789,942926.853,456112.0085,5160203.819,746796.0275,191042.9689,379102.3718,863970.499,432848.3585,509932.4695,1151612.884,382822.6707,420663.6183,234423.8608,1794585.169,1786059.993,473600.0755,997853.9265,399013.7538,242958.1931,795117.5957,446205.4334,603424.4826,263000.9829,272613.9844,4140822.055,365385.6293,687722.6546,881063.7937,594899.9892,1269224.858,325621.9339,4162852.326,9382817.718,7818425.32,8430957.166,1756401.164,856224.1254,703277.0705,319984.0433,419157.1199,568458.6666,606329.7981,1029547.739,467022.229,658877.1621,749652.7714,628928.3509,519635.7874,1128641.58,820558.4272,932145.1839,2185591.188,920174.1088,544849.3965,240386.1962
trans-Cinnamic acid,21449.83134,47851.8679,33394.75949,15729.23722,307499.5672,21010.71503,83281.19519,46185.15192,61738.46111,235964.4817,25052.97844,18790.51612,362900.4865,125573.2545,108699.7754,81541.83704,925178.5111,26949.0328,26715.71095,53136.95694,45704.03827,322242.1547,62957.25429,19671.38065,36963.03811,136480.4431,28213.84351,23518.93912,438471.6208,43302.6223,31390.9221,24770.22415,255104.4391,137733.85,39257.11921,86750.32038,38723.34639,27129.96423,51134.53738,42792.42999,39952.82045,17781.20338,46432.05963,258343.6261,21575.66751,58873.71901,69720.9664,36305.30536,101594.2352,24541.72199,537205.9729,858424.7687,386578.2097,601602.4553,585743.1213,73967.95944,51463.33666,34648.24714,22785.02247,211689.7466,37707.16092,150271.3961,30637.41616,86099.49418,61234.25401,67924.71778,49396.05198,122462.7349,86088.89748,71550.81528,175644.4188,97325.04798,33917.82553,19467.08203
Tryptamine,61858.62264,41497.07203,39878.57911,43977.59891,4368.313714,58227.95272,31920.90973,35016.87431,37859.10586,2932.45395,101884.7138,10534.92569,6468.637909,188403.2585,80321.83223,9337.57119,3659.838814,48913.91518,47170.42492,29331.58248,123097.0839,17869.54562,20037.06493,41895.19029,3292.881625,10356.63183,93997.487040000007,48295.6666,942341.1087,196530.6732,46688.43672,117109.4288,26749.01655,1902.259743,62344.75993,12296.45515,119344.5062,23604.79435,38319.66466,31998.65892,20439.51261,70379.67634,24790.3636,31899.08366,63467.73318,9222.818457,18248.84236,41256.46592,478778.1085,35232.48387,851.9971711,5516.51742,6262.698711,3964.413046,3815.183648,7969.945888,57014.64931,33059.14947,43239.43197,12043.12735,29518.85467,20558.73612,31227.04423,22276.7024,27942.02164,33250.11526,24728.10801,24521.40781,34034.91895,21699.49767,5079.291768,34923.99506,22284.81805,121834.312
Tryptophan,224388.0098,415113.346,364264.3332,338308.1511,3538265.189,244272.2955,1071225.734,358145.2699,812469.6525,794671.8176,249152.3918,232139.9488,2590458.238,978350.3698,354299.1085,846533.7334,9783891.752,329734.4144,283436.7872,369835.5105,447004.0163,3604154.075,513299.3035,298138.6533,562959.6001,947725.3929,270731.8246,314622.3832,5172186.941,194265.9511,232365.7571,261167.7954,1256852.564,1406599.451,282445.5322,596338.2357,483664.3925,218986.2073,484218.9895,302711.78,341106.6661,204222.4589,404169.2056,787495.8684,196627.4255,367659.5835,561972.0073,321351.0342,1380231.391,334038.3908,4327379.737,8009641.774,3625443.336,5885831.41,2515987.094,382309.0275,384130.7586,459477.7275,246887.6128,1540762.8,320561.2764,744551.0031,270838.4939,553886.7215,299214.4509,436173.7383,358474.1256,543416.9952,483669.6946,488669.1059,1684288.318,596212.1178,287131.1493,305008.8649
Tyramine,650493.6464,391319.2032,291617.6964,323856.7763,104453.9157,1104216.349,270167.2953,711870.7203,1141463.634,21510297.92,1917066.068,776531.4813,6765329.284,2218030.358,1045388.83,701090.0556,9093.581367,417629.9674,789817.7071,369968.7334,1679157.746,12440.43799,419102.4764,446479.2251,186780.2862,1484082.537,836386.7232,898066.9503,9814692.989,1113259.677,762060.6957,1504628.647,2164922.73,240239.267,464909.9099,256029.0083,697144.8368,420882.3685,316986.3644,441079.7699,305318.3569,1115997.186,185501.5611,2310063.258,634295.8545,314352.2461,556401.9603,472915.9637,37374005.64,625689.511,795534.0207,3477387.355,1183898.55,560040.5454,1208507.444,339250.0023,878220.9924,425706.8965,1239011.397,3198366.131,267469.0216,3803107.354,344774.2826,300649.856,287273.3625,798900.2828,466413.2884,785165.114,906380.1556,424826.9476,99553.97173,705297.629,402987.4088,432194.0923
Tyrosine,329970.7928,653086.6639,384734.9954,303023.3913,2190224.432,232832.4074,412465.699,356438.3295,650499.5893,1084558.575,268892.2104,236159.7655,2101219.112,1252253.317,734407.6508,594623.8878,5260984.312,343923.3094,414739.1975,375539.0377,508393.3563,1621707.341,604715.3995,281882.7252,305136.4373,607480.6815,319352.4128,247700.04810000001,2725508.5,410517.9744,358669.7355,275443.3908,1645521.791,853657.4457,436145.4764,794553.1892,472383.1328,313581.0225,493690.1137,559744.6773,535383.6606,298690.9945,252426.0215,1263947.995,279901.1102,554010.9333,652596.0762,463637.6555,501038.4862,305107.2005,2144990.763,5226510.055,2258474.016,3705307.477,3343766.592,709524.2983,394576.2567,512723.4147,223985.1167,945017.2387,434610.5979,901543.7043,300187.866,831546.2304,604898.2067,688892.9759,419661.4391,1172929.079,819405.971,736799.6463,1775426.223,751837.0519,372978.0362,207907.5251
