Curated ID,M013,M035,M078,M073,M012,M038,M054,M021,M062,M053,M018,M036,M025,M010,M041,M005,M060,M074,M042,M075,M032,M055,M022,M034,M046,M047,M039,M020,M033,M011,M065,M019,M017,M009,M045,M008,M015,M037,M080,M061,M071,M070,M052,M051,M066,M043,M003,M024,M031,M001,M057,M044,M006,M026,M007,M064,M002,M059,M030,M048,M079,M058,M072,M028,M077,M069,M023,M063,M067,M068,M027,M004,M076,M056
Anserine,12323.61,158589.6104,57518.8162,18720.36083,4563143.966,15669.32529,390607.5715,391686.0485,215542.0019,3260708.5,28217.95756,26066.28845,1120778.615,3564713.495,61595.96279,3601872.276,3393999.723,31434.96538,37007.94623,538484.868,10505.57092,2343380.242,462904.7915,26663.76096,137756.5846,4436074.021,25333.77083,219286.1366,716661.2471,160355.0965,31207.20324,35152.08928,181260.0399,1659675.853,17970.84759,435373.1876,39191.48663,11367.40907,65756.14606,59696.66956,113052.2632,21201.27413,1007725.207,13598260.38,4185.026241,63217.56969,555329.3911,23054.95551,743109.0346,20235.0202,6541576.754,1463972.881,9815214.961,8368477.762,7409691.518,218998.4036,109716.3981,432863.4218,43290.7006,2897574.289,43489.47418,330897.2015,26832.44037,64989.02993,148687.7448,36834.79933,54681.72668,404914.4569,7173.691541,18508.41457,326314.5618,665396.6695,23941.27136,186253.1856
Arginine,1159508.332,3640687.892,1958649.785,1924426.031,7228967.884,1288323.374,3199558.168,3165833.99,2522144.872,4716801.17,2331379.254,1951563.606,12158036.28,3142746.299,1982741.333,3004039.621,19904007.32,1163819.991,1936684.8,2385343.277,1033800.738,12683422.96,2559205.152,520410.8659,4921509.491,4621658.684,2245731.517,1623863.22,3188244.102,1644651.852,2377747.916,705877.0657,4146562.765,7108562.32,2999927.032,3158534.046,1011774.464,1655880.274,2249417.726,3110577.397,1718877.504,1396535.073,4075293.449,2269912.13,1723178.001,2591221.903,3510797.285,3461879.066,2656509.036,1789960.747,17433896.86,19497185.37,12917167.82,34323003.67,18909352.82,3448286.642,2637435.991,1338210.348,1333798.689,10208462.23,2342702.925,1653341.699,2055490.624,3457450.376,3064027.23,2258091.501,2420440.731,2788249.708,3275585.404,3495003.564,8806647.761,3694983.133,1181519.922,2080057.865
Asparagine,27350.8635,243218.1188,231674.0917,167655.2409,139538.0317,130395.9051,19879.69538,398422.677,138246.0288,24574.08147,217695.1083,24070.99218,56775.13078,29733.74346,508622.1067,28232.7426,1472156.571,149643.2007,270316.8035,297939.8101,34713.96406,856880.1324,369187.3686,25333.43586,18391.79689,18941.53105,299156.1173,242578.4573,44439.21849,19034.27373,214319.4629,146762.8924,548829.9898,25801.85029,325890.7002,55109.15895,28622.33401,81185.40849,290682.8081,217890.9316,50947.98986,129630.4464,18775.23469,70869.4563,162154.7754,340794.0827,351078.4602,325607.3196,41564.99627,239648.6112,323703.4377,2800320.217,567317.6168,424853.1229,23729.57849,359321.4216,336922.7593,15322.97239,54309.00699,23362.82277,220725.5556,24405.70806,255018.1316,125652.5467,92963.70633,203163.5787,430416.1298,602043.7184,319701.4967,272584.9167,349346.3894,304696.9421,93996.7869,42148.01224
Aspartic acid,441537.8813,695448.6037,372486.3937,573668.7887,2962488.379,371120.8198,846925.4654,518491.4073,521983.9928,739869.5606,522558.7069,1149297.799,410641.807,1089170.735,462666.3637,1161742.985,5099743.413,569755.6079,463535.3338,685115.596,406618.8057,2876205.336,253570.6869,767225.2924,641494.2666,940131.4683,586301.2991,333000.3359,511528.4577,477597.049,421536.4428,334431.8748,808399.3485,1281794.507,486113.4341,1309752.088,730525.5359,528856.2138,312289.4342,619332.9081,1109495.663,415731.1693,671474.9127,1739742.165,730013.688,514590.7342,474776.5292,658418.8358,496703.7452,425656.9299,2050964.102,4085968.592,2866755.459,1451941.095,899707.0863,901572.8542,385322.5226,449999.5311,690024.2733,421932.6446,315525.578,788936.3868,286943.4161,797535.8963,691342.923,807593.4243,604492.1367,638681.7616,910066.0369,907994.1536,1535790.311,439995.5115,535443.3148,887789.3735
Aspartic acid,1275051.993,1566141.826,1096721.863,1618273.315,3104528.004,1126094.75,1528366.423,1533869.977,1474183.512,1108670.108,1631632.397,2602007.503,785726.3004,1979521.641,1245628.465,2452964.336,7383829.664,1559466.805,1501418.941,1669546.788,1193280.61,3347678.502,631439.0214,2306547.259,2376185.418,1926137.088,2096667.644,1030936.403,1597771.282,1225713.18,1252632.308,1090888.853,1397315.117,1967706.615,1637005.494,2660829.607,1923685.907,1473975.967,819246.1995,1623781.67,2775828.648,1437186.249,1255158.647,2825975.909,1848279.658,1330612.377,1563672.743,1835216.926,1490019.329,1398241.823,2866068.47,6141981.047,4331607.199,3431540.349,2005810.777,2756161.96,1088922.416,1566236.138,1913550.625,1114883.523,1072775.513,3030466.253,978745.0221,2104977.109,1913402.082,2490608.602,1782144.781,1454637.522,2291685.324,2215740.755,2522568.66,1468698.145,1339675.006,1747385.522
Azelaic acid,428045.1974,493784.4014,239828.6897,281132.219,30687.8358,481177.755,56780.9599,284411.9292,72507.34136,45820.31842,307582.9176,729798.1937,111682.2375,96275.7324,239915.6284,87085.8443,18315.57204,138105.2355,478948.5818,349162.7285,387732.4244,23037.54663,85111.95378,538429.0238,23164.54452,48634.52406,274771.1525,191586.5409,136399.3034,362061.2649,413018.8999,303992.4649,209603.731,46989.88112,362225.5403,468374.5941,370955.7806,483853.5498,196852.2052,263462.4791,749284.6427,498528.752,57951.22029,39208.18955,389990.2923,274569.995,126102.4731,371791.7915,147216.0338,250839.3244,62095.03569,73791.83964,28164.14286,48476.20125,89347.5781,376671.3082,254938.8686,99224.10766,450140.0828,64792.47136,301814.3585,25532.46701,243368.3343,400130.6237,422103.3891,270145.9462,318294.0062,320454.4804,202685.0301,420197.5941,127823.7119,215199.2791,331594.6029,89792.38489
Butyrylcarnitine,283974.4974,2214569.954,1054689.818,120134.3665,5404869.667,463987.4825,143396.0056,1792834.963,4067737.203,405618.6607,368114.5555,105253.8778,2067919.304,1526992.103,1737024.054,244681.8402,7141491.677,352785.2467,835323.3307,3428223.193,428471.421,10084764.07,5503547.112,251120.6374,82550.35029,660919.8116,155593.587,400520.8025,3058886.902,248447.7586,632350.1989,106091.7035,4810732.424,928538.0938,539552.7842,1210591.802,404482.2095,207955.1578,1045803.915,446422.6105,326427.7687,171581.6012,141913.3481,2438187.843,200584.6953,2318960.393,7069192.551,2039527.135,321106.5422,201244.5348,7558499.549,11313699.12,2046300.285,1088475.449,877791.0025,761720.9811,3041373.718,279653.0161,294269.7953,417391.114,737959.9771,133701.2169,484307.1814,1752274.298,1923740.84,447656.8793,764658.5194,5128100.42,2154556.556,2255110.319,997425.4898,3094426.726,847494.7177,180443.0735
Cadaverine,5579.046352,14544.3281,425.1492645,418.4251428,8724.679808,19544.92016,168861.8384,3463.989933,36958.7288,186598.9548,56873.80676,9730.240048,60954.75369,59880.34707,2914.059934,32870.67334,665.9088395,7360.279225,2977.596246,20682.27453,18753.63999,9560.004355,8166.716551,3365.680711,59453.21753,100864.2471,28181.63294,43644.98487,116015.2449,56976.18013,0,66186.78754,57282.73709,39401.66986,329.1735173,24629.632,8201.761925,1659.20918,12097.70619,449.7466882,1859.044952,42057.61019,142084.51439999999,36214.21927,22859.80451,1289.534668,6929.139681,641.9557073,198279.8922,2677.328593,37160.18749,6021.06293,42005.47689,142200.2117,82455.72527,403.1926613,5362.199026,108128.0868,66751.26123,231644.0526,1927.032973,11450.81959,5818.598475,2054.610008,9060.63323,58855.86219,6443.858265,2344.257068,43813.84168,21555.68527,3365.906069,10559.43186,29034.52405,15411.36629
Carnosine,50563.38169,579264.5297,251070.5722,23439.75359,7490909.73,19926.60055,434669.2876,104382.4502,57892.25485,899386.9765,44332.04207,107497.8023,1307772.064,7305897.177,119035.0621,2306946.346,16317528.84,43009.59286,42550.49774,450079.9892,111896.6381,7716923.528,208014.0697,61146.9034,361669.3006,3384748.351,42388.10644,63862.09042,1020824.997,348926.2024,48346.16558,27919.38008,714942.8572,1904664.623,29683.29151,3304073.671,178141.3678,17990.41769,58458.1156,161565.8009,583184.1433,20672.91085,1078902.061,42760800.21,19793.29091,200673.993,161317.8713,68393.03044,1576305.701,29704.37905,6471104.849,3114616.679,22079019.77,16561106.49,6060046.871,419551.2118,56951.33498,195792.716,82703.18454,1548282.312,36929.68826,639464.6857,33334.90579,148252.9987,990351.3736,42328.24158,120475.617,347962.3475,50658.45888,84845.81941,1972487.905,473070.8746,59721.48219,270862.6368
Cholesterol,150978.074,358126.1293,180482.7616,69942.54826,2249061.963,138041.0036,6622770.355,376931.9713,319067.5746,5205319.844,156993.246,689702.1243,1427485.085,1496563.345,295834.3838,2738237.893,2834274.625,158824.1043,147436.8275,345204.4382,291861.9755,2596677.054,248514.4334,168889.186,2006785.837,4134402.32,125641.1075,82988.2276,829419.0936,2109187.941,176329.2673,100327.578,674170.2008,4509251.416,149906.85,1092372.606,739378.9158,172624.3419,111299.6351,155419.6236,164423.8261,63538.01415,4820257.153,2963912.24,43030.93582,325334.6237,253985.4329,171503.5511,2829772.66,93724.64138,3948100.175,2244854.911,4690213.76,8111475.92,6628369.028,408710.0466,206373.1785,1599541.909,160791.6327,6530073.7,141498.0092,1439052.506,121450.0353,388935.1767,319052.0592,243771.4127,263148.8501,576111.1081,223731.9139,347526.3036,1199597.462,279633.9886,184315.6647,5929212.398
Citrulline,3741933.564,3410192.189,1593024.344,1185841.817,17679464.49,1423259.315,14084954.5,2238040.002,657051.7915,23099656.15,1317358.716,6819877.617,8205521.661,11523436.33,3234126.012,20007667.72,13147939.88,1563259.478,3896414.592,2135162.609,4053132.186,7333878.488,1218346.499,4018287.902,11987042.3,8288633.576,1380022.75,958552.6392,1912331.823,4997828.897,2940101.179,1226261.323,3346516.649,28488269.32,3495584.73,6930965.918,4926988.806,2751015.749,1938054.959,3810904.761,4658303.133,3814187.837,6369685.522,14806901.67,3071678.883,2984557.227,934352.3429,3069094.968,11019437.42,1602217.101,16390059.39,8014846.397,15808249.82,24970626.71,31832399.55,5889832.009,1502655.449,5445867.361,1965328.585,26778872.2,1581735.491,18930653.24,1347048.553,3892782.557,3541562.236,4076319.545,3465321.861,2810478.201,2717992.141,3156327.721,11699180.23,1199572.801,1730143.142,11539481.85
Creatine,3131774.506,13291829.06,4874863.225,388010.659,53734162.11,2419232.515,33243910.11,12034288.21,11501137.15,43412255.57,1726152.1,5938408.927,22913757.25,18890877.3,12825732.27,21307643.89,46407274.86,1381840.985,4091770.901,14080610.61,2923844.264,60826219.26,10884849.07,2932465.6,6417500.087,28785198.87,322349.7729,2527172.506,7680528.056,10258796.28,4714265.572,693078.2669,23026517.03,44442100.29,4399366.461,17008249.17,6564892.608,3111533.685,5441162.626,5074806.564,5856267.618,843068.6243,28869622.25,41313786.14,1758582.781,10673775.33,9478952.033,8114798.869,14473637.91,1174225.934,74969705.04,58197913.62,80064651.64,40504943.88,52253605.71,11231047.99,12324276.08,9776241.168,5079177.81,64422972.02,3209701.718,17846951.03,2035709.253,14597930.28,10029329.08,5281772.618,8718239.616,16999194.11,8147042.038,10534049.36,35874498.24,10705061.97,5798929.794,8747245.07
Creatinine,300119.4738,4153965.193,402915.886,114714.3226,5010048.937,718181.8761,4952157.528,5544146.778,5030065.453,11448279.74,2059875.133,480968.645,7039729.436,1289475.293,3795626.117,4689407.778,1945730.287,159722.1822,327482.5504,6787503.183,3949846.851,2393008.4,3960890.346,437012.7148,2572800.029,6182152.281,3255417.966,5314082.258,4045982.098,1093450.575,341580.7657,266950.7951,9414651.652,5619557.047,351091.8225,1580286.935,975728.1743,298932.3507,1451754.907,462458.464,577462.0027,177997.0402,7639372.958,8059685.247,192339.8517,2035590.248,3442575.435,628982.891,1043288.613,3266433.775,29875082.73,8116582.151,10231974.45,8424323.969,19090243.44,795365.972,4570065.452,3232633.148,4888075.298,21623187.68,590247.4127,3548109.572,1963667.966,1192844.937,2523893.48,330296.9245,5121245.516,8853618.041,1289162.234,1865779.885,1165024.994,4910573.468,1424135.241,2627964.33
Cysteic acid,169608.2505,153321.4275,245588.1753,278291.2462,35191.02187,129194.0729,148336.2487,129753.9366,160844.8709,62011.87846,183773.167,106513.9365,22112.02849,46009.47346,111422.8826,129974.9193,55382.53193,193565.4796,191880.0269,110874.6733,195166.893,84843.16199,147059.8257,207254.1559,93515.17713,16641.00153,176128.0114,187805.1182,49349.1893,84519.54245,183295.6047,199032.0273,46561.02394,61173.31954,195319.2477,89463.54734,159398.4982,155541.4749,214225.547,203781.8061,179351.595,241135.3589,75594.49494,15288.16671,215591.3323,171450.1826,190294.1144,182444.8105,63456.66338,184847.9774,65760.0234,28045.72909,32293.40275,72397.40199,29207.36055,181850.5388,149771.949,115556.5406,142971.0832,55683.52163,239540.4354,214123.2349,225421.2348,108413.4982,169845.4763,196537.3335,160308.6267,94848.76218,219347.8668,177977.9867,78024.69509,126618.831,150167.6769,59949.288
Cytidine,240075.7791,344745.4631,281728.3283,312070.4086,296461.0343,169012.8431,205947.6469,683435.3143,235132.5178,445988.4111,132587.479,209103.9221,1030155.173,440025.8461,457537.7347,298594.1736,1218105.349,289535.7971,188007.5677,201417.6382,1025900.783,1157294.215,504792.4033,105564.9227,504328.8671,667369.5454,503620.7371,101412.0215,277744.0211,101429.1493,194338.5718,297623.6648,521662.629,304339.0681,278627.5381,1116289.186,662176.8772,360765.435,507056.1856,279083.7011,74186.82763,59758.92317,306502.6229,812118.3518,127493.338,716755.2145,913174.5433,215513.2828,485251.4036,382337.048,409533.8824,1051173.596,671232.2233,1100358.091,594350.2191,343955.5021,1066157.317,704708.3454,121691.7879,375826.9205,396921.033,135153.6578,475320.591,1523691.582,62913.12102,235284.4647,585464.5149,1405084.428,524042.7329,1200513.56,1176968.122,900609.2955,184147.7644,263366.5878
Cytidine 5'-diphosphocholine (CDP-choline),614.5434217,18354.71909,12117.71753,5146.434172,1714332.916,2464.867852,312334.9424,1164.268401,61141.33632,198290.4481,2856.654781,3671.513676,178769.5562,262830.2098,5053.857924,80085.3618,2065156.313,7109.703096,2077.584653,28645.82004,1335.755204,2165493.082,67793.36919,1660.213939,30909.96077,209461.2971,3729.656454,10075.82626,161416.9125,27825.44324,832.6722102,1077.404549,351260.9828,589152.8421,1399.688434,46079.65072,1710.283601,270.6563565,6465.162229,181.6511136,530.4255703,1008.221476,99234.58535,1190121.072,548.2468654,5172.437471,61789.02697,491.8099991,143176.7286,719.4604263,1157795.058,1871153.691,1252784.009,821289.2181,363801.0749,4064.176251,527.6862935,9837.957705,1948.716691,136015.8024,14279.89678,7103.105576,1142.843672,2150.478416,636.6046431,708.6872767,1188.319925,27895.76642,11737.24797,18183.64095,390168.848,20622.51173,6588.258842,38293.53903
Cytosine,150415.1814,249634.1559,96799.15649,92836.37643,268969.8087,159859.9071,705112.6937,714859.3454,501860.4262,509402.8153,249168.4876,427700.6896,297297.459,227438.5382,976044.8956,763588.4078,407259.1905,310151.6787,407804.346,414656.3573,221437.5368,279828.5777,116530.3466,213976.6416,95381.89739,477474.6698,419895.0062,139536.2932,2831071.873,186940.5418,177642.756,194250.5069,382384.7924,984359.5243,372755.8353,335682.6078,349330.0923,136517.6926,197389.0702,387676.762,203643.8326,681798.4802,235599.1526,508879.7528,551982.9854,212721.0603,211249.6451,403316.7077,381636.9531,231799.2138,116550.8266,1128895.921,794829.5308,605236.4156,1402197.356,1208166.519,180338.7837,350855.8155,751748.87,738845.1814,251926.6853,130155.1526,346079.7302,397758.9206,400027.1512,422243.0688,322033.728,861864.6514,693288.6734,858386.324,253372.3008,342586.7802,422242.5467,122146.4603
Deoxycarnitine,23325726.62,4515797.214,24651432.86,21415367.9,87685706.02,1860663.746,69636969.26,3373520.978,2458054.633,151952549,18270136.88,7656277.547,4728265.926,50170687.11,5422059.146,49056795.43,54340624.45,23136237.31,20174477.99,9034340.714,19984768.18,39579401.06,5721994.11,17333368.59,78900270.9,83323574.19,11608053.1,11172802.51,7778223.523,6173435.04,20941312.43,17372379.81,6137081.061,32034388.01,12480363.98,27722407.33,20310264.79,2542020.88,17202442.43,16378987.47,10103471.64,16971838.57,188526013.6,36930696.22,28317843.74,12879163.59,7042499.429,4355668.126,16720649.75,12392721.76,75099149.69,11658677.18,30138137.62,24806662.37,42212147.37,9061866.465,5678902.817,36585718.43,9926848.354,92248328.04,15827317.31,82113377.63,15064214.77,10124945.7,12382153.64,19316698.15,6503439.531,7664370.77,25043105.72,10405823.87,19000072.75,3817503.752,10083586.3,57298669.29
Deoxycytidine,73685.41508,80974.99413,40725.69936,37231.36664,35017.35739,55796.56779,170098.4406,68405.1948,28952.16013,77973.57864,22439.26006,31300.12015,133795.9116,47407.08449,56674.12586,113478.9105,411978.2796,34680.02771,67396.67283,30124.73416,111311.2048,371055.4117,59559.23123,254425.6849,534259.4242,105750.3994,38787.83085,27013.66472,156222.529,124020.5326,165712.3676,45758.00585,127766.3301,17992.50509,48700.61957,141501.4331,58082.44618,253361.985,36661.93142,77404.47723,171893.7391,122652.8581,307503.1024,53035.32697,146773.9347,72079.3659,48338.41589,77481.24608,505998.572,120755.3673,31433.62138,303095.5446,352705.0136,302593.1253,167284.696,116509.8819,122748.3892,447598.023,56843.32286,22453.78247,28888.85517,178789.3385,51178.94774,54747.89142,68231.25348,44995.83299,206395.5409,84690.82867,38822.12489,60590.58414,70170.23118,51295.81922,29098.2573,195442.1194
Deoxyguanosine,60075.5521,39761.06147,27928.88182,17083.90326,205397.8986,26718.71846,199833.7375,67253.55192,16512.70759,89974.45907,15138.81064,41900.62611,55018.15357,150781.6187,44906.03868,52268.69266,1465027.039,16066.14782,45358.5195,23924.325,97643.35944,637196.1999,30799.38819,236721.9022,164920.3394,48493.37108,21052.28263,7506.45345,132288.7093,38815.00372,172172.2536,23539.45197,38003.04294,12415.12799,39965.26249,81591.40828,45675.7613,197770.8995,26154.85713,98604.22749,130259.2603,86085.4239,255794.2967,98873.44053,108893.7041,54636.08835,30220.64176,69853.2179,356153.2792,107652.2483,58982.38546,97579.38574,168444.0294,100121.8981,18819.09254,64937.36282,63916.02111,641499.884,33094.71156,30150.4288,25996.0349,60183.75227,36169.52416,47785.33418,89666.54694,38345.49289,126800.2343,73381.05008,28337.76675,44765.29266,93689.03329,50544.37071,13522.87329,144011.569
Dihydroxyacetone phosphate (DHAP),152198.7504,165972.3392,182945.8828,208205.6319,211931.5404,138434.3081,74164.83138,65728.69751,106111.5136,152626.1356,107071.319,142872.4654,77132.45427,213852.1233,59316.87919,167960.8898,252552.8472,220010.1734,169768.6834,89140.47227,99450.59772,367683.3215,109104.7636,126676.5164,101249.9734,126257.819,91583.0441,83508.51539,48160.21731,16382.47339,176474.5335,88335.77616,213271.2611,359464.3507,154395.3096,156688.7594,94449.72045,137065.4209,102268.7661,182798.7179,137789.6392,133396.8667,37831.85935,216361.4985,239937.7143,173348.2947,131188.5276,170807.7828,101322.3523,137578.6881,173162.2799,903248.04,363700.3631,242983.2163,264873.2535,129037.5733,169806.7659,95785.96561,100131.338,114987.6476,134090.489,127251.7045,117691.846,176947.9779,133201.2762,72616.2693,81361.5637,51028.2408,115841.5663,142565.2165,230502.2113,83974.77266,184505.8014,30233.68657
Dodecanoylcarnitine,3140.69907,8378.979371,3505.917377,1684.158913,17658.29014,1832.841274,1649.968731,3721.453487,7350.046915,1363.490377,6829.738845,1926.969387,10631.97207,12729.81289,5829.997786,5837.209905,128801.4362,597.4409238,6235.385003,4050.724789,3995.72708,117941.7254,17794.57784,3501.369019,2991.044497,8999.254074,6343.894083,3399.047255,16174.11985,1302.713309,2961.020165,2280.711902,59455.79063,12063.51685,5506.807437,5038.24226,5316.207159,1618.5065,3901.919825,4014.125713,2897.440456,1656.033382,2913.675422,67810.6687,1340.900422,7518.454425,14602.72943,4523.852515,4211.582981,2134.764102,82802.67246,13240.08864,79785.76489,20592.61186,25668.03767,3855.838266,3577.77216,1759.744126,4036.104961,5041.316175,3766.905128,2089.479546,2287.804926,1957.992099,2676.201531,3285.144722,1792.614401,6507.930227,4955.7597,4575.954099,748.8933533,3446.365528,1201.920201,4800.062561
Enterolactone,258707.8134,72165.08219,241487.8855,183764.8351,3386.561474,154626.4013,10879.83719,51708.58324,5492.003119,10470.06266,173883.3082,21324.84973,717.9692588,27548.90467,36098.73851,5099.925764,15940.34847,144732.1464,239514.4228,71487.21171,82867.31984,4996.745285,42984.16338,206790.664,6353.369826,4493.442416,211070.8227,93633.61509,13188.30855,10662.85063,186518.6352,190184.6173,4320.071845,7604.765993,263212.4941,228046.1862,246507.5058,102077.0937,181657.7339,117381.0699,116503.348,293255.6014,5696.929934,2918.9606,272365.0406,90313.19149,63070.56583,133561.5767,49268.14896,42129.59654,7810.294112,20182.51396,3096.729442,10081.00588,10877.58223,134161.1294,23543.60481,121321.8477,145013.6929,7294.675617,140467.424,4326.925308,128931.2594,119277.7979,189920.9295,188664.3363,41151.33487,35721.5346,150673.1107,132463.6211,59416.84573,33421.19443,169733.6217,7314.467355
Gentisic acid,75650.58085,81690.32735,401156.4458,541866.8299,33229.84108,222927.0598,194898.3455,180537.6648,368801.9219,69714.78392,283653.8963,5662.745093,26959.88726,65408.25234,220735.7446,19075.54505,2905.382835,372436.5224,281653.5506,194403.2848,128679.234,1572.941901,284686.3246,192348.9569,126332.9622,72103.86578,532506.6391,337727.5907,90067.97305,75401.67033,116456.2327,307537.0278,32776.95063,106430.3817,237631.6683,49366.71521,253059.5725,71667.62529,445217.8915,1167.216707,12931.30118,189319.8628,347603.7961,734.0343081,200493.7753,148025.5131,317294.7267,111371.7002,51870.40545,125594.9212,5294.636567,22524.57092,19656.13179,3907.307026,8030.769454,46387.65776,136970.5007,201768.4604,142008.8246,147080.4314,394197.7688,136589.2077,440230.8578,67894.95307,127238.1566,205656.6451,109420.454,154989.0466,213468.1378,126535.2466,10085.48017,205094.4767,186917.7792,321824.6625
Glutamic Acid,3680708.631,5928085.322,4469661.79,8700855.14,9421811.649,2728971.877,16446070.54,2241734.6,2469795.339,12826150.73,3023798.639,5903806.567,2874539.394,6315110.429,1868877.68,12600320.81,23471490.03,5139183.303,7700317.288,1563496.075,2330368.515,19541629.69,1451036.56,6270463.203,8697174.331,13674908.5,4378729.588,1825791.976,3675867.337,2346221.203,7946671.085,2873771.566,2652213.198,10159019.9,11581462.04,6425280.062,4823750.395,3988637.571,2559404.116,8385716.202,7343232.395,5452880.366,5224753.423,8245930.153,6698322.198,8449919.477,4594603.838,6338328.657,5333551.932,2950183.464,10392801.24,9932856.277,11493799.98,9365568.104,20600683.61,8786726.752,1163736.701,5225115.267,2541736.472,13710729.49,3452882.307,22001519.26,2844059.868,6192426.045,4167311.074,7167054.704,4892251.778,2355342.115,6404861.272,4553819.123,7021140.481,2360963.598,3282953.572,6751654.598
Glutamine,722111.188,4478323.034,2000746.245,870018.4316,24162207.09,894508.5943,9805550.376,3000768.031,2222671.209,9084119.734,1193070.944,1295078.203,7809750.258,6042326.401,2468386.268,7591732.501,38295771,1124353.946,1210826.93,2850419.762,695640.8086,32500979.28,2939136.756,518663.5718,4467544.102,8911709.454,1102565.844,1368710.47,3424039.405,2112731.615,1045475.548,670512.9128,6383354.256,16587058.25,1317299.173,5234596.618,1389106.305,1102727.416,2450766.816,1154259.604,2013455.094,699366.5357,3168702.037,26043145.92,830980.0434,3659198.965,3112755.751,2138624.546,3923820.579,1242653.001,25152941.69,37227917.46,38050893,28877633.26,10494712.34,3993332.311,2403054.561,1357163.409,1292686.15,9398432.027,1873320.699,9887836.756,1551795.301,4300208.239,3114000.044,1643390.769,2139064.142,3628046.161,2792868.599,3461366.866,13631560.89,2891494.674,1884787.038,3041824.235
Glutaric acid,35959423.21,16921187.11,4063935.793,5386759.005,22981396.91,16857009.26,82192885.38,3865873.145,2898415.022,21434258.83,14406579.74,87347435.36,7248116.53,11705021.37,3760447.538,16871854.06,14391899.48,4788121.482,12926769.6,1411237.139,25295879.85,4707592.621,1356339.94,42106236.57,59146237.1,7015071.446,5432907.567,11406960.87,10266333.97,83364560.4,8534358.405,15319096.03,7832223.701,36112941.5,5475094.621,14259165.21,28923425.33,11338636.81,2189784.177,4188627.222,10562469.84,12330733.54,35578392.21,3309722.531,5594053.359,11380935.77,3282319.47,5307815.593,87420266.6,5658692.747,5466584.456,666891.094,5346415.001,14598659.16,4551283.649,6303560.345,5315167.617,31057827.43,9477022.017,35329294.03,4937807.014,34739280.09,4236138.773,30855369.79,1916020.76,3145703.015,4433186.543,4614466.208,2666882.765,6572586.94,14749798.26,7164927.44,3702394.939,54464023.68
Glutarylcarnitine,382441.3955,170259.8065,351812.3341,721338.5875,187073.5346,241840.2404,152950.4295,266543.8262,411863.4342,32984.05559,280109.3605,81612.29475,191002.6242,225611.9937,198403.0714,192834.6406,269164.2404,731073.7749,208000.5461,185781.4773,164996.6318,48557.77671,388017.3955,135261.8485,28837.63543,64762.73172,195588.1702,359903.0218,148194.1624,54434.50989,304570.89,254754.1499,203276.363,26206.4937,305739.6871,118228.3048,193625.175,132613.7448,264567.122,321983.2769,95620.09252,191353.7411,75727.20845,32103.46473,145085.7558,188167.4275,289110.945,184535.6766,9604.84143,252545.0615,250642.0143,34817.35832,26688.71587,29490.94683,44683.35436,68395.59206,123496.9686,293836.1603,127695.4717,54229.60941,313286.3451,140984.3695,221067.8816,75889.86547,140767.8956,152328.0022,203873.9099,117615.3042,125687.4939,92696.99294,26193.71876,203209.8737,236497.3961,55231.57595
Glutathione,2681.337547,12652.69236,1369.134369,1269.189447,2062763.848,5179.695318,335009.574,9681.634161,4446.18606,287484.013,3268.738957,18281.23807,35626.0476,32123.61202,8673.103937,45102.36451,3508556.521,8685.80468,8543.569207,7350.822237,4446.802144,6350723.441,13112.98029,11816.90871,27554.67895,128181.3692,2045.681409,2366.129207,7525.378615,20271.49216,5168.282563,2216.767969,25985.72597,202826.2051,3522.702617,21112.76081,6732.062852,7072.452875,3447.530202,2443.447251,4954.825062,1996.165054,68616.27371,74811.76964,1899.947978,6583.597475,5920.30733,10476.72046,102489.6071,1848.145672,3612272.251,7702295.778,281293.1296,2028513.363,118399.0263,10747.73609,7457.374257,9773.792438,5039.74437,152966.86,3023.591816,26878.86371,1461.094635,11829.82552,5391.340413,1994.629502,5903.704808,13713.22323,5731.723521,12530.34253,47291.09424,3103.994117,3177.792517,54254.94024
Glyceric acid,11842.51917,42238.98963,22415.04305,17837.35435,119623.9543,15512.56318,45833.47408,34372.31301,18213.34617,75824.88622,22803.98167,6966.758792,55396.01325,54520.5801,25316.21323,31373.33213,187844.5292,13267.18662,14164.53562,24008.10254,24090.83883,174016.1076,66690.79364,30146.62922,55860.2351,75571.95973,11127.77062,14815.46536,42358.4827,13200.67639,26285.04029,17912.3901,108623.1878,71358.39939,20038.17695,56921.1885,22088.65366,34335.76514,27095.8866,69309.51725,126595.0946,3627.863671,77136.49237,140687.0849,21143.06099,72757.35557,49746.79264,29799.88178,48493.86604,70963.7548,92768.42645,118205.5179,191425.8721,168821.5708,219826.4739,38021.63308,54425.44235,28695.8276,21073.64239,61152.41176,23228.01487,67108.11646,25087.9663,35220.66183,33686.83865,6942.71089,102221.4719,36365.15507,24608.24673,31089.04369,66496.26887,36166.82816,20753.44008,36261.9662
